Broj izvještaja,Broj naloga,Datum izdavanja,Status verifikacije,Zahtjev za verifikaciju,Metoda,Vrsta,Proizvođač,Uređaj,Serijski broj,Verifikacija ispravna,Spoljašnji pregled 1,Spoljašnji pregled 2,Spoljašnji pregled 3,Spoljašnji pregled 4,VERIFIKACIJA GREŠKE MJERILA:,1: Zadana vrijednost [ml],1: Mjerena vrijednost [ml],1: Greška mjerenja [ % ],1: Dozvoljeno odstupanje  [ ± % ],1: Usklađeno,2: Zadana vrijednost [ml],2: Mjerena vrijednost [ml],2: Greška mjerenja [ % ],2: Dozvoljeno odstupanje  [ ± % ],2: Usklađeno,3: Zadana vrijednost [ml],3: Mjerena vrijednost [ml],3: Greška mjerenja [ % ],3: Dozvoljeno odstupanje  [ ± % ],3: Usklađeno,4: Zadana vrijednost [ml],4: Mjerena vrijednost [ml],4: Greška mjerenja [ % ],4: Dozvoljeno odstupanje  [ ± % ],4: Usklađeno,5: Zadana vrijednost [ml],5: Mjerena vrijednost [ml],5: Greška mjerenja [ % ],5: Dozvoljeno odstupanje  [ ± % ],5: Usklađeno,6: Zadana vrijednost [ml],6: Mjerena vrijednost [ml],6: Greška mjerenja [ % ],6: Dozvoljeno odstupanje  [ ± % ],6: Usklađeno,VERIFIKACIJA GREŠKE MJERILA:,7: Zadana vrijednost [mbar],7: Mjerena vrijednost [mbar],7: Greška mjerenja [ % ],7: Dozvoljeno odstupanje  [ ± % ],7: Usklađeno,8: Zadana vrijednost [mbar],8: Mjerena vrijednost [mbar],8: Greška mjerenja [ % ],8: Dozvoljeno odstupanje  [ ± % ],8: Usklađeno,9: Zadana vrijednost [mbar],9: Mjerena vrijednost [mbar],9: Greška mjerenja [ % ],9: Dozvoljeno odstupanje  [ ± % ],9: Usklađeno,10: Zadana vrijednost [mbar],10: Mjerena vrijednost [mbar],10: Greška mjerenja [ % ],10: Dozvoljeno odstupanje  [ ± % ],10: Usklađeno,11: Zadana vrijednost [mbar],11: Mjerena vrijednost [mbar],11: Greška mjerenja [ % ],11: Dozvoljeno odstupanje  [ ± % ],11: Usklađeno,12: Zadana vrijednost [mbar],12: Mjerena vrijednost [mbar],12: Greška mjerenja [ % ],12: Dozvoljeno odstupanje  [ ± % ],12: Usklađeno,Napomena
2959/23,2959/VL/23,8.9.2023.,Završena,Narudžbenica br. 338/23 od 05.09.2023. ,Komparativna,Redovna,AEONMED,VG70,VG70(E)XZZU5381,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,194,3,10,DA,400,387,"3,25",10,DA,600,567,"5,5",10,DA,800,772,"3,5",10,DA,1000,920,8,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3311/23,3311/VL/23,16.10.2023.,Završena,Ugovor br. 01-3420/23 od 12.10.2023.,Komparativna,Redovna,WEINMANN,Medumat Standard,2814,DA,DA,DA,DA,DA,Volumen,100,92,8,10,DA,200,188,6,10,DA,400,376,6,10,DA,600,592,"1,33",10,DA,800,789,"1,38",10,DA,1000,956,"4,4",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3314/23,3314/VL/23,16.10.2023.,Završena,Ugovor br. 01-3420/23 od 12.10.2023.,Komparativna,Redovna,WEINMANN,MEDUMAT COMPACT,2812,DA,DA,DA,DA,DA,Volumen,100,93,7,10,DA,200,189,"5,5",10,DA,400,378,"5,5",10,DA,600,579,"3,5",10,DA,800,767,"4,13",10,DA,1000,945,"5,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3512/23,3512/VL/23,7.11.2023.,Završena,Narudzbenica od 07.11.2023.,Komparativna,Redovna,AEONMED,VG 70,VG70(E)XZZU5298,DA,DA,DA,DA,DA,Volumen,100,93,7,10,DA,200,191,"4,5",10,DA,400,376,6,10,DA,600,571,"4,83",10,DA,800,754,"5,75",10,DA,1000,943,"5,7",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3653/23,3653/VL/23,20.11.2023.,Završena,Br. 1349 od 16.11.2023.,Komparativna,Redovna,DRAGER,INFINITY C500,ASPD-0470,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,189,"5,5",10,DA,400,381,"4,75",10,DA,600,578,"3,67",10,DA,800,768,4,10,DA,1000,945,"5,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3654/23,3654/VL/23,20.11.2023.,Završena,Br. 1349 od 16.11.2023.,Komparativna,Redovna,DRAGER,INFINITY C500,ASPD-0416,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,187,"6,5",10,DA,400,387,"3,25",10,DA,600,578,"3,67",10,DA,800,787,"1,63",10,DA,1000,940,6,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3662/23,3662/VL/23,20.11.2023.,Završena,Br. 1349 od 16.11.2023.,Komparativna,Redovna,AEONMED,VG70,VG70(E)XZZU4978,NE,DA,DA,DA,NE,Volumen,100,84,16,10,NE,200,155,"22,5",10,NE,400,234,"41,5",10,NE,600,478,"20,33",10,NE,800,710,"11,25",10,NE,1000,810,19,10,NE,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3652/23,3652/VL/23,20.11.2023.,Završena,Br. 1349 od 16.11.2023.,Komparativna,Redovna,DRAGER,INFINITY C500,ASPD-0255,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,196,2,10,DA,400,378,"5,5",10,DA,600,572,"4,67",10,DA,800,776,3,10,DA,1000,934,"6,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3660/23,3660/VL/23,20.11.2023.,Završena,Br. 1349 od 16.11.2023.,Komparativna,Prva,Micomme High Flow,OH-70C,14J070088,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,5,"4,8",4,5,DA,10,"9,7",3,5,DA,20,"19,1","4,5",5,DA,30,"28,8",4,5,DA,40,"38,8",3,5,DA,50,"47,9","4,2",5,DA,
3661/23,3661/VL/23,20.11.2023.,Završena,Br. 1349 od 16.11.2023.,Komparativna,Redovna,AEONMED,VG70,VG70(E)XZZU5002,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,190,5,10,DA,400,378,"5,5",10,DA,600,577,"3,83",10,DA,800,767,"4,13",10,DA,1000,946,"5,4",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3656/23,3656/VL/23,20.11.2023.,Završena,Br. 1349 od 16.11.2023.,Komparativna,Redovna,DRAGER,INFINITY C500,ASPD-0428,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,193,"3,5",10,DA,400,378,"5,5",10,DA,600,569,"5,17",10,DA,800,769,"3,88",10,DA,1000,939,"6,1",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3658/23,3658/VL/23,20.11.2023.,Završena,Br. 1349 od 16.11.2023.,Komparativna,Redovna,DRAGER,INFINITY C500,ASPD-0406,DA,DA,DA,DA,DA,Volumen,100,93,7,10,DA,200,191,"4,5",10,DA,400,377,"5,75",10,DA,600,581,"3,17",10,DA,800,762,"4,75",10,DA,1000,941,"5,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3663/23,3663/VL/23,20.11.2023.,Završena,Br. 1349 od 16.11.2023.,Komparativna,Prva,Micomme High Flow,OH-70C,14J070059,NE,DA,DA,DA,NE,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,5,"4,4",12,5,NE,10,"8,7",13,5,NE,20,"17,8",11,5,NE,30,"26,6","11,33",5,NE,40,"33,8","15,5",5,NE,50,"40,8","18,4",5,NE,Uređaj nije isporučivao dovoljnu količinu kiseonika.
3655/23,3655/VL/23,20.11.2023.,Završena,Br. 1349 od 16.11.2023.,Komparativna,Redovna,DRAGER,INFINITY C500,ASPD-0420,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,191,"4,5",10,DA,400,381,"4,75",10,DA,600,573,"4,5",10,DA,800,756,"5,5",10,DA,1000,944,"5,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3659/23,3659/VL/23,20.11.2023.,Završena,Br. 1349 od 16.11.2023.,Komparativna,Redovna,AEONMED,VG70,VG70(E)XZZU5105,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,191,"4,5",10,DA,400,372,7,10,DA,600,559,"6,83",10,DA,800,763,"4,63",10,DA,1000,943,"5,7",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3657/23,3657/VL/23,20.11.2023.,Završena,Br. 1349 od 16.11.2023.,Komparativna,Redovna,DRAGER,INFINITY C500,ASPD-0124,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,188,6,10,DA,400,382,"4,5",10,DA,600,576,4,10,DA,800,760,5,10,DA,1000,941,"5,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3670/23,3670/VL/23,21.11.2023.,Završena,Br. 1349 od 16.11.2023.,Komparativna,Redovna,DRAGER,OXYLOG 3000,SSBB-0126,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,192,4,10,DA,400,387,"3,25",10,DA,600,578,"3,67",10,DA,800,768,4,10,DA,1000,957,"4,3",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3952/23,3952/VL/23,18.12.2023.,Završena,Br. 0201-2023-VL2 od 17.11.2023.,Komparativna,Redovna,DRAGER,EVITA V500,ASPE-0011,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,194,3,10,DA,400,377,"5,75",10,DA,600,578,"3,67",10,DA,800,755,"5,63",10,DA,1000,942,"5,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3954/23,3954/VL/23,18.12.2023.,Završena,Br. 0201-2023-VL2 od 17.11.2023.,Komparativna,Redovna,IMT MEDICAL,BELLAVISTA,MB170051,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,195,"2,5",10,DA,400,366,"8,5",10,DA,600,547,"8,83",10,DA,800,765,"4,38",10,DA,1000,941,"5,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
3953/23,3953/VL/23,18.12.2023.,Završena,Br. 0201-2023-VL2 od 17.11.2023.,Komparativna,Redovna,IMT MEDICAL,BELLAVISTA,MB104320,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,193,"3,5",10,DA,400,373,"6,75",10,DA,600,584,"2,67",10,DA,800,781,"2,38",10,DA,1000,955,"4,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
229/24,229/VL/24,20.12.2023.,Završena,Br. 32-04-2465/22-192 od 02.02.2024.,Komparativna,Redovna,DRAGER,EVITA V500,229/24,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,196,2,10,DA,400,385,"3,75",10,DA,600,577,"3,83",10,DA,800,781,"2,38",10,DA,1000,944,"5,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
223/24,223/VL/24,20.12.2023.,Završena,Br. 32-04-2465/22-192 od 02.02.2024.,Komparativna,Redovna,DRAGER,EVITA V500,ASPE-0022,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,194,3,10,DA,400,379,"5,25",10,DA,600,589,"1,83",10,DA,800,782,"2,25",10,DA,1000,944,"5,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
226/24,226/VL/24,20.12.2023.,Završena,Br. 32-04-2465/22-192 od 02.02.2024.,Komparativna,Redovna,DRAGER,EVITA V500,ASNH-0197,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,189,"5,5",10,DA,400,381,"4,75",10,DA,600,576,4,10,DA,800,773,"3,38",10,DA,1000,932,"6,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
228/24,228/VL/24,20.12.2023.,Završena,Br. 32-04-2465/22-192 od 02.02.2024.,Komparativna,Redovna,DRAGER,EVITA V500,228/24,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,187,"6,5",10,DA,400,366,"8,5",10,DA,600,578,"3,67",10,DA,800,782,"2,25",10,DA,1000,945,"5,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
227/24,227/VL/24,20.12.2023.,Završena,Br. 32-04-2465/22-192 od 02.02.2024.,Komparativna,Redovna,DRAGER,EVITA V500,227/24,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,184,8,10,DA,400,365,"8,75",10,DA,600,566,"5,67",10,DA,800,753,"5,88",10,DA,1000,922,"7,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
225/24,225/VL/24,20.12.2023.,Završena,Br. 32-04-2465/22-192 od 02.02.2024.,Komparativna,Redovna,DRAGER,OXYLOG VE300,ASNH-0010,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,188,6,10,DA,400,387,"3,25",10,DA,600,584,"2,67",10,DA,800,771,"3,62",10,DA,1000,954,"4,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
231/24,231/VL/24,20.12.2023.,Završena,Br. 32-04-2465/22-192 od 02.02.2024.,Komparativna,Redovna,DRAGER,SAVINA 300,ASNN-0476,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,187,"6,5",10,DA,400,374,"6,5",10,DA,600,580,"3,33",10,DA,800,766,"4,25",10,DA,1000,943,"5,7",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
230/24,230/VL/24,20.12.2023.,Završena,Br. 32-04-2465/22-192 od 02.02.2024.,Komparativna,Redovna,DRAGER,EVITA V500,ASNJ-0368,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,192,4,10,DA,400,377,"5,75",10,DA,600,578,"3,67",10,DA,800,766,"4,25",10,DA,1000,940,6,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
222/24,222/VL/24,20.12.2023.,Završena,Br. 32-04-2465/22-192 od 02.02.2024.,Komparativna,Redovna,DRAGER,EVITA V500,ASPK-0270,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,188,6,10,DA,400,369,"7,75",10,DA,600,579,"3,5",10,DA,800,775,"3,13",10,DA,1000,943,"5,7",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
224/24,224/VL/24,20.12.2023.,Završena,Br. 32-04-2465/22-192 od 02.02.2024.,Komparativna,Redovna,WEINMANN,MEDUMAT STANDARD 2,14760,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,195,"2,5",10,DA,400,379,"5,25",10,DA,600,588,2,10,DA,800,791,"1,13",10,DA,1000,954,"4,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
24/22,24/VL/22,11.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,EVITA 4,ARSD-0422,DA,DA,DA,DA,DA,Volumen,200,186,7,10,DA,400,368,8,10,DA,500,451,"9,8",10,DA,600,547,"8,83",10,DA,800,732,"8,5",10,DA,1000,915,"8,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
26/22,26/VL/22,11.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,EVITA XL,ARZH-0455,DA,DA,DA,DA,DA,Volumen,200,191,"4,5",10,DA,400,369,"7,75",10,DA,500,462,"7,6",10,DA,600,554,"7,67",10,DA,800,749,"6,38",10,DA,1000,913,"8,7",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
23/22,23/VL/22,11.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Prva,DRAGER,EVITA V600,ASNJ-0982,DA,DA,DA,DA,DA,Volumen,200,194,3,10,DA,400,390,"2,5",10,DA,500,482,"3,6",10,DA,600,576,4,10,DA,800,768,4,10,DA,1000,937,"6,3",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
30/22,30/VL/22,11.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,EVITA 4,ARMF-0064,DA,DA,DA,DA,DA,Volumen,200,186,7,10,DA,400,376,6,10,DA,500,458,"8,4",10,DA,600,563,"6,17",10,DA,800,754,"5,75",10,DA,1000,947,"5,3",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
29/22,29/VL/22,11.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,EVITA XL,ARZH-0454,DA,DA,DA,DA,DA,Volumen,200,190,5,10,DA,400,389,"2,75",10,DA,500,480,4,10,DA,600,582,3,10,DA,800,754,"5,75",10,DA,1000,927,"7,3",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
22/22,22/VL/22,11.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,EVITA XL,ARZH-0453,DA,DA,DA,DA,DA,Volumen,200,190,5,10,DA,400,376,6,10,DA,500,456,"8,8",10,DA,600,563,"6,17",10,DA,800,749,"6,38",10,DA,1000,918,"8,2",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
27/22,27/VL/22,11.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,GE - General Electric,R860,CBRU00954,DA,DA,DA,DA,DA,Volumen,200,186,7,10,DA,400,378,"5,5",10,DA,500,469,"6,2",10,DA,600,558,7,10,DA,800,754,"5,75",10,DA,1000,951,"4,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
21/22,21/VL/22,11.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,EVITA XL,ARZH-0457,DA,DA,DA,DA,DA,Volumen,200,184,8,10,DA,400,375,"6,25",10,DA,500,462,"7,6",10,DA,600,567,"5,5",10,DA,800,734,"8,25",10,DA,1000,911,"8,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
20/22,20/VL/22,11.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,EVITA 2 DURA,ARSE-0009,DA,DA,DA,DA,DA,Volumen,200,190,5,10,DA,400,365,"8,75",10,DA,500,462,"7,6",10,DA,600,561,"6,5",10,DA,800,755,"5,63",10,DA,1000,931,"6,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
18/22,18/VL/22,11.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,MINDRAY,SV 300,GB-84005766,DA,DA,DA,DA,DA,Volumen,200,185,"7,5",10,DA,400,374,"6,5",10,DA,500,470,6,10,DA,600,583,"2,83",10,DA,800,761,"4,88",10,DA,1000,921,"7,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
19/22,19/VL/22,11.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,EVITA 2 DURA,ARSE-0103,DA,DA,DA,DA,DA,Volumen,200,183,"8,5",10,DA,400,379,"5,25",10,DA,500,469,"6,2",10,DA,600,553,"7,83",10,DA,800,736,8,10,DA,1000,925,"7,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
25/22,25/VL/22,11.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,EVITA 4,ARSD-0423,DA,DA,DA,DA,DA,Volumen,200,182,9,10,DA,400,365,"8,75",10,DA,500,457,"8,6",10,DA,600,568,"5,33",10,DA,800,741,"7,38",10,DA,1000,926,"7,4",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
28/22,28/VL/22,11.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,EVITA XL,ARZH-0450,DA,DA,DA,DA,DA,Volumen,200,184,8,10,DA,400,371,"7,25",10,DA,500,462,"7,6",10,DA,600,571,"4,83",10,DA,800,746,"6,75",10,DA,1000,925,"7,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
115/22,115/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,MINDRAY,SV 300,GB-04018567,NE,DA,DA,DA,DA,Volumen,200,154,23,10,NE,400,321,"19,75",10,NE,500,406,"18,8",10,NE,600,493,"17,83",10,NE,800,656,18,10,NE,1000,685,"31,5",10,NE,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
134/22,134/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,EVITA 4,ARSD-0424,DA,DA,DA,DA,DA,Volumen,100,91,9,10,DA,200,183,"8,5",10,DA,400,362,"9,5",10,DA,600,546,9,10,DA,800,749,"6,38",10,DA,1000,919,"8,1",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
122/22,122/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,MINDRAY,SV 300,GB-04018538,DA,DA,DA,DA,DA,Volumen,200,193,"3,5",10,DA,300,284,"5,33",10,DA,400,376,6,10,DA,600,576,4,10,DA,800,731,"8,63",10,DA,1000,902,"9,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
118/22,118/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,SAVINA,ASLC-0223,DA,DA,DA,DA,DA,Volumen,100,106,6,10,DA,200,185,"7,5",10,DA,400,362,"9,5",10,DA,600,561,"6,5",10,DA,800,741,"7,38",10,DA,1000,987,"1,3",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
116/22,116/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,CURATIVE MEDICAL,5E850IUSBDIN,P469K43CT4,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,"9,7",3,10,DA,15,"14,6","2,67",10,DA,20,"19,6",2,10,DA,25,"24,1","3,6",10,DA,30,29,"3,33",10,DA,40,"39,2",2,10,DA,
124/22,124/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,MINDRAY,SV 300,GB-04018511,DA,DA,DA,DA,DA,Volumen,200,186,7,10,DA,400,385,"3,75",10,DA,500,483,"3,4",10,DA,600,584,"2,67",10,DA,800,758,"5,25",10,DA,1000,924,"7,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
126/22,126/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,AEONMED,VG70,VG70(E)XZZU5002,DA,DA,DA,DA,DA,Volumen,100,93,7,10,DA,200,183,"8,5",10,DA,400,364,9,10,DA,500,464,"7,2",10,DA,600,551,"8,17",10,DA,800,720,10,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
128/22,128/VL/22,25.1.2022.,Završena,Narudžbenica od 04.01.2022.,Komparativna,Redovna,DRAGER,EVITA INFINITY V500,ASNH-0947,DA,DA,DA,DA,DA,Volumen,100,93,7,10,DA,200,185,"7,5",10,DA,400,372,7,10,DA,600,556,"7,33",10,DA,800,721,"9,88",10,DA,1000,939,"6,1",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
